source_file,category,item,location,severity
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Plumbing,Secure or repair loose hose bib,Exterior,Minor
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Plumbing,Clean and repaint rusted exterior gas pipe,Exterior,Minor
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Plumbing,Replace missing tub stopper,Bathroom,Minor
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Interior,"Address general wear and tear including wall scuffs, floor wear, and re-stretch or replace carpet",General,Cosmetic
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Foundation/Structural,Evaluate and repair sloped or uneven floors,General,Major
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Interior,Evaluate and repair ceiling settlement crack,Interior,Major
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Windows/Doors,Replace missing interior door,Interior,Minor
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Windows/Doors,Adjust sticking entry door that rubs top of frame,Interior,Minor
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Windows/Doors,"Repair or replace damaged interior door with cracks, holes, or warping",Interior,Minor
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Windows/Doors,Repair or replace non-functioning window balance,Interior,Minor
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Appliances,Clean lint buildup from dryer vent system,Laundry,Safety
full_home_inspection_105_bitternut_ln__taylors__sc_29687_joseph_driedger_813_56.pdf,Foundation/Structural,Evaluate and repair moisture-damaged pitch posts,General,Major
full_inspection_report__11b_oakhurst_ave.pdf,Roofing,Caulk exposed nail heads on roof surface to reduce moisture penetration,Right Porch Roof,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Roofing,Install kick-out flashing at wall to roof connections,Porch Roof,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Roofing,Install gutters at porch roof,Right Porch Roof,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Exterior,Seal and caulk exterior surfaces at trim and siding joints,"2nd Floor Front, Back Left",Minor
full_inspection_report__11b_oakhurst_ave.pdf,Exterior,Repair minor rot and damage on exterior surfaces and railings,Right Side,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Exterior,Secure unsecured siding at isolated areas,"Front Left, Back",Minor
full_inspection_report__11b_oakhurst_ave.pdf,Exterior,Repair nonconforming stair risers to meet current standards,"Front Right, Right",Minor
full_inspection_report__11b_oakhurst_ave.pdf,Exterior,Repair mortar joint wear at masonry stairs,Right,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Exterior,Repair or refinish worn deck surfaces,Right Porch,Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Exterior,Trim and maintain vegetation encroaching on structure,General,Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Windows/Doors,Replace or repair damaged and missing window screens,"2nd Floor Front, Front",Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Windows/Doors,Repair exterior door that does not fully seal when closed,Front Porch,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Interior,Repair cosmetic wear on walls and ceilings,"Kitchen, Dining Room",Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Interior,Repair nail pops and exposed screw heads on walls and ceilings,"Right Front Bedroom Closet, Bathroom, Master Bedroom, Master Bathroom",Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Interior,Repair visible drywall seam and loose taping,Right Front Bedroom,Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Interior,Repair minor cracks in walls and ceilings,Middle Hall Ceiling,Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Interior,Secure loose return vent cover,Air Return,Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Interior,Repair or insulate duct joints causing condensation stains at ceiling registers,"Master Bathroom, Bathroom",Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Interior,Repair worn interior floor surfaces,Hall,Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Appliances,Install anti-siphon high loop on dishwasher drain line,Kitchen,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Appliances,Tuck rubber moisture barrier flap back into place at base of dishwasher door,Kitchen,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Plumbing,Repair dripping or leaking fixture when not in use,Bathroom,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Plumbing,Install permanent drain stop at fixture,Master Bathroom,Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Plumbing,Caulk fixture at wall penetration,Master Bathroom,Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Plumbing,Secure unsecured soap dispenser,Kitchen,Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Plumbing,Repair shower door for proper and smooth function,Bathroom,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Plumbing,Insulate water supply piping in crawlspace to prevent freezing,Crawlspace,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Plumbing,Adjust water heater thermostat to safe temperature of 108-120 degrees,Hall Utility Closet,Safety
full_inspection_report__11b_oakhurst_ave.pdf,Plumbing,Repair dripping or leaking exterior hose bib when in use,Right Exterior,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Other,Install washing machine drain pan piped to exterior,2nd Floor Laundry,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Electrical,Relocate low voltage cables above attic access to allow for insulation and easier access,Attic,Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Electrical,Repair or replace noisy ceiling fan,Right Front Bedroom,Cosmetic
full_inspection_report__11b_oakhurst_ave.pdf,Electrical,Install missing cover plate on floor outlet,Living Room,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Electrical,Replace damaged outlet,Kitchen,Safety
full_inspection_report__11b_oakhurst_ave.pdf,Electrical,Replace missing or damaged cover on exterior outlet,Front Deck,Safety
full_inspection_report__11b_oakhurst_ave.pdf,Electrical,Install AFCI circuit breakers for all bedrooms and applicable circuits,Main Electrical Panel,Safety
full_inspection_report__11b_oakhurst_ave.pdf,Electrical,Repair or replace GFCI outlet that did not trip when tested,Front Deck,Safety
full_inspection_report__11b_oakhurst_ave.pdf,HVAC,Clear vegetation and debris restricting airflow to AC condenser,Back Middle Exterior,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Insulation,Add insulation to attic hatch or access panel,Attic,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Insulation,Install missing or minimal insulation in isolated attic areas,Attic,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Insulation,Replace or reposition displaced crawlspace insulation,Front Right Crawlspace,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Other,Evaluate and treat isolated areas of discoloration and possible mold in attic,Attic,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Foundation/Structural,Monitor and address efflorescence and moisture penetration at crawlspace foundation walls,Crawlspace,Minor
full_inspection_report__11b_oakhurst_ave.pdf,Other,Treat and remediate mice and rodent activity,"Crawlspace, Attic",Minor
full_inspection_report__11b_oakhurst_ave.pdf,Other,Remove and treat wasp and bee nests at eaves and soffit,Exterior Eaves and Soffit,Safety
full_report_767_windward_ln___advantage_residential_inspection.pdf,Exterior,"Repair loose, bowed, cracked, and gapped siding to prevent water intrusion",Exterior - Various Locations,Major
full_report_767_windward_ln___advantage_residential_inspection.pdf,Exterior,Seal gaps around penetrations through the soffit to keep out pests,Soffit/Eaves - Right Side Exterior,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Exterior,Fill low area along foundation with compacted dirt and slope to divert water away from foundation,Right Side Exterior Foundation,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Garage,Patch hole(s) in garage ceiling/walls to maintain fire rating,Garage,Safety
full_report_767_windward_ln___advantage_residential_inspection.pdf,Roofing,Install splash blocks or downspout extensions to divert water away from foundation,Exterior - Various Downspout Locations,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Roofing,Install kick out flashing at all junctions of lower roofs and house siding,Rear Exterior,Major
full_report_767_windward_ln___advantage_residential_inspection.pdf,Plumbing,Remove panels blocking access to water shut-off in garage,Garage,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Plumbing,Remove weed guard covering clean out cover to allow access,Right Front Exterior,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Plumbing,Replace duct tape on dryer vent joints with proper rated sealant,Laundry Room,Major
full_report_767_windward_ln___advantage_residential_inspection.pdf,Plumbing,Clean lint out of dryer vent rain cap to allow damper/louvers to close,Left Side Exterior,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Plumbing,Secure loose toilet to floor flange to prevent leaks,Half Bathroom - 1st Floor,Major
full_report_767_windward_ln___advantage_residential_inspection.pdf,Plumbing,Repair and secure faucet installed backwards and loose,Half Bathroom - 1st Floor,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Plumbing,Seal gap between downspout and bathtub surround,Hall Bathroom - 2nd Floor,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Plumbing,Seal gaps in shower surround to prevent water penetration,Hall Bathroom - 2nd Floor,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Plumbing,Seal gaps between wall coverings/cabinets and water supply/drain lines,Hall Bathroom - 2nd Floor,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Plumbing,Replace flange and secure loose toilet with broken flange bolts,Hall Bathroom - 2nd Floor,Major
full_report_767_windward_ln___advantage_residential_inspection.pdf,Plumbing,Seal gaps and cracks in grout between tiles in shower,Master Bathroom - 2nd Floor,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Electrical,Drive ground rod flush with the ground at electrical meter,Left Side Exterior,Safety
full_report_767_windward_ln___advantage_residential_inspection.pdf,Electrical,Properly identify white wires used as hot wires in electrical panel (e.g. wrap with black electrical tape),Garage - Electrical Panel,Safety
full_report_767_windward_ln___advantage_residential_inspection.pdf,Electrical,Replace missing screw on receptacle cover plate,Kitchen,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Electrical,Repair receptacle and/or wall to eliminate gaps which could be a shock hazard,Right Front Bedroom,Safety
full_report_767_windward_ln___advantage_residential_inspection.pdf,Electrical,Secure loose electrical receptacles to wall boxes throughout home,Various Locations,Safety
full_report_767_windward_ln___advantage_residential_inspection.pdf,Electrical,Investigate and repair receptacle with no power on top half,Left Front Bedroom,Major
full_report_767_windward_ln___advantage_residential_inspection.pdf,Electrical,Secure loose exterior light fixture(s) to mounting surface,Left Front Exterior,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Electrical,Determine function of dimmer switch and make any necessary repairs,Left Front Bedroom,Minor
full_report_767_windward_ln___advantage_residential_inspection.pdf,Electrical,Repair light switch and/or wall to eliminate gaps which could be a shock hazard,Right Front Bedroom,Safety
full_report_767_windward_ln___advantage_residential_inspection.pdf,Other,Have licensed contractor evaluate fireplace and chimney and repair melted trim around chimney flue,Exterior Chimney - Living Room,Safety
full_report_767_windward_ln___advantage_residential_inspection.pdf,Interior,Secure loose nails and patch nail pops in ceilings,Interior - General,Cosmetic
full_report_767_windward_ln___advantage_residential_inspection.pdf,Interior,Repair wrinkled/loose seam tape at ceiling off garage entry,Ceiling at Garage Entry,Cosmetic
full_report_767_windward_ln___advantage_residential_inspection.pdf,Interior,Replace cracked and damaged floor tiles,Hall Bathroom - 2nd Floor,Minor
